Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight,Cluster
2,8,125,3199.0,0,1,134,0
3,4,49,1802.0,0,1,60,0
2,38,49,2459.0,0,1,96,0
13,10,125,2719.0,0,1,107,0
1,27,279,5129.0,0,1,167,0
13,6,50,2499.0,0,1,93,0
4,21,499,8595.0,0,1,197,0
4,44,499,9799.0,0,1,225,0
3,11,198,2995.0,0,1,112,0
5,34,400,6899.0,0,1,197,0
1,7,49,1262.13,0,1,89,0
25,5,49,1626.0,0,1,89,0
6,125,599,12799.0,0,1,161,0
4,7,49,2855.0,0,1,92,0
4,20,249,3200.0,0,1,160,0
3,4,125,1695.0,0,1,141,0
25,7,49,2120.0,0,1,90,0
1,13,125,3699.0,0,1,183,0
2,23,249,4599.0,0,1,160,0
2,9,101,1953.29,0,1,92,0
2,95,996,13519.0,0,1,220,0
3,20,250,5499.0,0,1,165,0
5,15,125,3749.0,0,1,160,0
4,21,249,4867.6,0,1,164,0
2,9,125,1579.0,0,1,97,0
4,44,499,9149.0,0,1,205,0
3,100,599,7377.42,0,1,195,0
6,30,602,3230.57,4,1,590,0
2,6,49,1545.8,0,1,87,0
5,50,883,7597.0,0,1,230,0
2,20,239,2860.22,0,1,123,0
12,100,1170,13700.0,0,1,225,0
10,5,49,2549.0,0,1,115,0
1,125,948,9075.0,0,1,210,0
7,22,998,6611.13,2,1,615,0
2,9,125,1682.23,0,1,112,0
1,18,595,5540.0,0,1,155,0
1,18,1832,19000.0,0,1,399,0
2,12,124,2575.0,0,1,140,0
8,7,49,1695.0,0,1,79,0
1,11,125,3399.0,0,1,128,0
3,46,535,6360.0,0,1,182,0
2,32,385,6299.0,0,1,202,0
15,4,49,661.11,0,1,55,0
2,12,124,2299.0,0,1,139,0
7,7,49,2159.0,0,1,95,0
2,46,535,6360.0,0,1,182,0
2,100,599,7377.42,0,1,195,0
8,7,49,2299.0,0,1,91,0
1,18,234,2290.0,0,1,141,0
22,11,196,1952.69,0,1,109,0
2,52,625,8349.0,0,1,136,0
3,135,999,16359.0,0,1,194,0
4,7,49,1501.93,0,1,66,0
3,11,125,2500.0,0,1,90,0
2,20,250,4999.0,0,1,164,0
9,20,198,3799.0,0,1,145,0
3,9,125,2165.0,0,1,112,0
5,5,49,3040.0,0,1,95,0
11,8,250,2685.32,0,1,85,0
5,50,805,8654.0,0,1,248,0
3,36,399,6099.0,0,1,209,0
3,78,599,7449.0,0,1,205,0
2,98,600,7699.0,0,1,187,0
10,5,49,1183.99,0,1,75,0
2,6,49,1636.0,0,1,92,0
3,32,395,6499.0,0,1,211,0
10,9,108,2289.0,0,1,100,0
30,4,49,1401.0,0,1,97,0
1,92,749,8099.0,0,1,200,0
6,6,49,1999.0,0,1,78,0
1,7,121,3500.0,0,1,87,0
1,115,847,9899.0,0,1,199,0
4,14,124,3200.0,0,1,162,0
13,4,49,661.11,0,1,55,0
9,5,49,2365.0,0,1,96,0
1,12,124,1599.0,0,1,146,0
3,33,298,3990.0,0,1,192,0
1,9,125,3079.0,0,1,100,0
4,7,49,1499.53,0,1,80,0
22,4,49,1401.0,0,1,97,0
3,13,125,2699.0,0,1,159,0
19,4,49,661.11,0,1,55,0
4,117,599,11549.0,0,1,197,0
2,11,125,2799.0,0,1,116,0
3,6,49,1454.15,0,1,86,0
1,15,124,3094.0,0,1,144,0
3,14,125,4299.0,0,1,153,0
21,5,49,1501.93,0,1,90,0
4,15,125,3275.0,0,1,135,0
22,5,49,1051.45,0,1,58,0
2,9,123,1254.31,0,1,95,0
3,12,124,2403.45,0,1,138,0
2,11,124,2699.0,0,1,124,0
5,7,49,1838.5,0,1,98,0
4,95,599,6749.0,0,1,189,0
2,25,767,480.81,2,1,600,0
3,7,73,1223.06,0,1,76,0
12,4,50,1299.0,0,1,92,0
1,55,805,7899.0,0,1,235,0
4,15,125,3799.0,0,1,182,0
11,14,125,4299.0,0,1,153,0
3,5,125,3499.0,0,1,189,0
5,12,123,3000.0,0,1,95,0
5,11,124,2499.0,0,1,152,0
28,100,748,10510.0,0,1,209,0
4,23,249,4599.0,0,1,160,0
26,6,75,1497.06,0,1,78,0
1,9,125,1599.0,0,1,90,0
18,15,124,5399.0,0,1,149,0
5,77,599,6599.0,0,1,197,0
6,6,161,5050.0,0,1,101,0
7,32,385,6899.0,0,1,174,0
2,11,124,2499.0,0,1,152,0
3,12,125,2143.0,0,1,97,0
14,8,96,1799.0,0,1,89,0
2,120,948,9299.0,0,1,210,0
11,6,49,1490.0,0,1,87,0
27,15,74,1905.21,0,1,110,0
4,80,696,8490.0,0,1,161,0
12,8,49,2599.0,0,1,95,0
1,95,996,13519.0,0,1,220,0
2,8,49,2338.0,0,1,89,0
1,34,125,6216.0,0,1,95,0
18,5,50,1499.0,0,1,103,0
1,22,244,4223.0,0,1,163,0
4,70,848,10283.0,0,1,214,0
8,78,599,8019.0,0,1,213,0
9,6,321,5849.0,0,1,169,0
2,98,600,8999.0,0,1,187,0
5,37,498,4990.0,0,1,230,0
3,9,49,3399.0,0,1,114,0
3,12,125,3699.0,0,1,148,0
6,5,649,7999.0,0,1,204,0
4,4,599,9999.0,0,1,160,0
37,22,633,270.46,2,1,600,0
13,13,49,1955.0,0,1,130,0
2,66,1449,22728.0,0,1,340,0
7,21,121,2500.0,0,1,74,0
2,15,124,3797.0,0,1,161,0
2,72,649,7250.0,0,1,174,0
6,15,146,2999.0,0,1,101,0
12,12,125,1982.74,0,1,90,0
11,7,49,2189.0,0,1,91,0
7,21,198,3575.0,0,1,157,0
8,8,49,2591.0,0,1,73,0
4,15,125,3099.0,0,1,172,0
11,5,49,2314.0,0,1,95,0
1,7,49,3049.0,0,1,90,0
1,20,249,3200.0,0,1,160,0
20,4,49,1401.0,0,1,97,0
8,77,599,7869.0,0,1,218,0
1,11,124,1599.0,0,1,117,0
7,6,198,2116.51,0,1,96,0
1,10,125,1999.0,0,1,109,0
16,4,49,661.11,0,1,55,0
25,12,125,2999.0,0,1,148,0
8,4,49,2460.0,0,1,170,0
2,12,125,5078.0,0,1,111,0
2,10,125,1899.0,0,1,134,0
1,48,486,4799.0,0,1,169,0
1,47,471,5999.0,0,1,194,0
3,4,49,883.19,0,1,60,0
2,9,123,1802.44,0,1,89,0
11,6,598,5559.36,0,1,188,0
2,5,49,2471.0,0,1,102,0
2,7,49,2549.0,0,1,91,0
4,6,49,1772.38,0,1,82,0
12,7,49,1199.0,0,1,88,0
2,110,748,7799.0,0,1,199,0
1,7,49,2899.0,0,1,110,0
9,152,998,13315.0,0,1,174,0
2,63,1449,19400.0,0,1,275,0
3,17,570,10199.0,0,1,369,0
23,9,125,3190.0,0,1,114,0
1,11,124,2999.0,0,1,134,0
1,14,125,3769.0,0,1,127,0
3,14,125,3189.0,0,1,127,0
3,100,1198,12012.0,0,1,258,0
15,45,660,7299.0,0,1,175,0
2,9,101,2037.43,0,1,88,0
2,15,660,7699.0,0,1,183,0
3,9,123,1802.44,0,1,89,0
5,12,124,2699.0,0,1,135,0
14,13,124,2905.0,0,1,123,0
2,120,599,10280.0,0,1,165,0
24,4,49,661.11,0,1,55,0
13,4,49,2460.0,0,1,170,0
16,80,599,7068.0,0,1,190,0
1,93,599,7146.03,0,1,182,0
3,9,125,2899.0,0,1,115,0
1,50,883,7597.0,0,1,230,0
2,15,125,4100.0,0,1,160,0
3,13,124,2399.0,0,1,145,0
4,33,250,2685.32,0,1,85,0
11,5,49,1286.17,0,1,66,0
2,15,124,3299.0,0,1,157,0
2,28,299,3990.0,0,1,185,0
2,80,600,7032.0,0,1,208,0
1,5,49,1501.93,0,1,87,0
1,5,50,2725.0,0,1,95,0
2,15,124,3399.0,0,1,149,0
1,6,49,1760.0,0,1,71,0
3,10,125,1999.0,0,1,116,0
2,8,49,2732.0,0,1,73,0
5,4,49,1316.22,0,1,75,0
1,4,49,661.11,0,1,55,0
1,15,124,3299.0,0,1,157,0
1,15,125,3099.0,0,1,188,0
13,5,49,1051.45,0,1,58,0
2,22,278,6199.0,0,1,256,0
2,17,249,4780.0,0,1,213,0
2,10,125,2395.0,0,1,141,0
2,96,806,8450.0,0,1,226,0
1,11,198,5500.0,0,1,112,0
3,98,600,7699.0,0,1,187,0
1,35,124,4343.39,0,1,115,0
3,110,599,10399.0,0,1,165,0
1,12,124,4208.0,0,1,113,0
3,4,49,2179.0,0,1,97,0
10,5,50,1499.0,0,1,103,0
16,14,125,3799.0,0,1,172,0
3,13,125,1971.32,0,1,115,0
4,15,124,3490.0,0,1,162,0
2,14,125,2259.0,0,1,120,0
8,6,49,3000.0,0,1,60,0
20,9,49,2359.0,0,1,96,0
6,6,121,2500.0,0,1,74,0
2,12,124,1599.0,0,1,146,0
3,62,647,6239.0,0,1,220,0
3,15,124,3797.0,0,1,161,0
5,9,123,1254.31,0,1,95,0
3,60,599,10799.0,0,1,162,0
8,14,49,1051.77,0,1,77,0
4,25,767,480.81,2,1,600,0
3,46,449,8499.0,0,1,126,0
3,6,49,1553.62,0,1,87,0
9,6,49,1989.0,0,1,96,0
4,4,49,661.11,0,1,55,0
8,28,249,7999.0,0,1,107,0
4,10,148,7500.0,0,1,105,0
2,4,49,1535.0,0,1,78,0
1,11,125,1999.0,0,1,145,0
4,21,817,20454.24,0,2,800,0
2,15,125,3999.0,0,1,160,0
10,117,599,11549.0,0,1,197,0
5,10,125,2199.0,0,1,116,0
12,6,49,1412.38,0,1,87,0
2,28,400,9495.0,0,1,263,0
7,113,806,8450.0,0,1,226,0
3,80,599,7068.0,0,1,190,0
13,13,49,1795.0,0,1,90,0
2,34,124,4974.0,0,1,115,0
2,53,1449,18600.0,0,1,334,0
3,6,49,2559.0,0,1,96,0
3,34,399,8196.0,0,1,238,0
3,7,49,2139.0,0,1,85,0
3,58,499,6069.0,0,1,179,0
13,15,123,2253.8,0,1,116,0
1,15,124,4974.0,0,1,115,0
1,35,498,4201.07,0,1,150,0
2,24,248,4399.0,0,1,143,0
2,8,124,1699.0,0,1,135,0
11,15,124,3020.0,0,1,162,0
1,6,96,1649.0,0,1,111,0
3,40,903,4986.36,3,1,680,0
2,7,125,1799.0,0,1,142,0
1,13,124,3149.0,0,1,115,0
4,5,49,1196.01,0,1,66,0
3,9,125,1399.0,0,1,96,0
1,12,125,2669.0,0,1,124,0
2,25,1124,9354.0,2,1,805,0
2,20,123,1987.87,0,1,98,0
1,27,279,5689.0,0,1,162,0
2,21,198,3725.0,0,1,149,0
3,21,198,3575.0,0,1,157,0
2,5,49,2299.0,0,1,95,0
1,12,124,3699.0,0,1,117,0
5,14,124,2299.0,0,1,125,0
4,6,49,1592.08,0,1,82,0
4,4,49,865.16,0,1,60,0
12,5,49,1501.0,0,1,83,0
2,4,50,1199.0,0,1,99,0
1,74,1198,9943.55,0,1,223,0
5,42,903,3756.33,3,1,650,0
2,13,124,2905.0,0,1,123,0
10,5,49,1778.0,0,1,72,0
1,127,599,10999.0,0,1,161,0
3,6,74,1261.82,0,1,87,0
12,120,599,9321.1,0,1,169,0
4,5,74,1490.21,0,1,83,0
1,5,49,1051.77,0,1,77,0
3,22,125,2461.14,0,1,105,0
1,11,198,2403.45,0,1,121,0
2,10,125,1999.0,0,1,128,0
19,13,124,2499.0,0,1,123,0
13,14,239,2860.22,0,1,123,0
12,15,125,4199.0,0,1,159,0
1,15,124,2769.0,0,1,150,0
4,49,124,4525.72,0,1,101,0
5,10,125,2619.0,0,1,107,0
1,5,49,2518.24,0,1,90,0
25,4,49,661.11,0,1,55,0
10,5,49,1418.39,0,1,87,0
3,62,790,8900.0,0,1,205,0
3,42,249,7176.0,0,1,100,0
3,135,998,10511.7,0,1,222,0
1,62,1063,8999.0,0,1,275,0
11,6,49,1180.0,0,1,87,0
3,4,49,865.16,0,1,60,0
5,120,599,9321.1,0,1,169,0
4,6,49,3279.0,0,1,90,0
5,15,125,1639.0,0,1,105,0
2,20,249,3190.0,0,1,140,0
4,31,602,3259.73,4,1,610,0
2,5,49,1501.93,0,1,76,0
1,12,125,2789.0,0,1,120,0
2,110,599,10399.0,0,1,165,0
2,12,150,3279.0,0,1,129,0
4,117,599,11859.0,0,1,163,0
2,39,398,7109.0,0,1,180,0
5,4,49,661.11,0,1,55,0
1,5,49,1799.0,0,1,83,0
1,30,278,5599.0,0,1,192,0
3,72,649,7250.0,0,1,174,0
2,72,649,7250.0,0,1,178,0
2,6,49,2099.0,0,1,99,0
5,12,125,2669.0,0,1,124,0
2,6,49,1999.0,0,1,78,0
10,18,200,3999.0,0,1,149,0
3,50,744,7890.0,0,1,179,0
12,77,803,9695.0,0,1,173,0
2,14,124,2099.0,0,1,145,0
2,7,125,1867.0,0,1,118,0
6,17,811,6799.0,0,2,470,0
4,64,650,8250.0,0,1,205,0
2,5,49,1051.45,0,1,58,0
2,20,250,2900.0,0,1,130,0
2,73,1820,28900.0,0,1,357,0
3,11,125,2199.0,0,1,141,0
5,6,49,1412.38,0,1,87,0
3,7,49,2375.0,0,1,98,0
6,14,125,4299.0,0,1,153,0
3,56,249,3918.6,0,1,78,0
3,8,150,2490.0,0,1,100,0
3,20,250,4999.0,0,1,164,0
3,37,498,4525.0,0,1,230,0
9,120,598,5078.55,0,1,182,0
2,22,278,4249.0,0,1,166,0
2,5,49,1699.0,0,1,82,0
3,17,250,2299.0,0,1,150,0
1,7,49,2258.0,0,1,76,0
5,6,49,1772.38,0,1,82,0
1,52,805,9299.0,0,1,246,0
5,9,125,1639.0,0,1,105,0
1,15,124,3797.0,0,1,161,0
1,6,49,2612.0,0,1,90,0
4,11,125,1899.0,0,1,145,0
2,98,748,7199.0,0,1,226,0
2,12,125,2599.0,0,1,112,0
8,5,49,1201.42,0,1,66,0
2,4,49,985.06,0,1,70,0
2,6,49,1622.13,0,1,90,0
1,26,1248,25000.0,0,2,1030,0
11,7,49,1772.69,0,1,78,0
3,69,1449,15574.0,0,1,277,0
3,20,250,5299.0,0,1,170,0
5,72,124,2698.0,0,1,104,0
3,10,125,2719.0,0,1,107,0
23,6,49,1772.38,0,1,82,0
1,11,124,3354.0,0,1,115,0
17,13,123,1802.44,0,1,100,0
4,28,499,6590.0,0,1,187,0
2,11,125,2099.0,0,1,97,0
2,87,649,7899.0,0,1,206,0
1,4,49,1206.0,0,1,75,0
4,9,123,1638.96,0,1,95,0
5,18,200,4099.0,0,1,149,0
11,20,680,10519.0,0,1,236,0
4,20,250,5499.0,0,1,165,0
5,8,125,3190.0,0,1,114,0
5,9,125,1899.0,0,1,100,0
3,46,535,6316.0,0,1,182,0
11,7,49,2299.0,0,1,91,0
1,7,123,1802.44,0,1,87,0
3,12,125,3899.0,0,1,161,0
12,14,125,2649.0,0,1,135,0
2,6,49,1739.0,0,1,72,0
2,12,124,3999.0,0,1,172,0
3,9,125,2249.0,0,1,113,0
6,55,805,7899.0,0,1,235,0
3,49,249,3618.09,0,1,106,0
2,8,125,1399.0,0,1,96,0
5,16,599,6749.0,0,1,189,0
3,73,1553,13299.0,0,1,317,0
9,5,49,1799.0,0,1,83,0
2,55,638,10799.0,0,1,248,0
2,9,125,2165.0,0,1,105,0
2,20,239,2899.0,0,1,135,0
3,4,49,1721.0,0,1,106,0
3,117,249,8919.0,0,1,100,0
5,11,196,1952.69,0,1,109,0
2,9,49,3825.0,0,1,92,0
3,15,124,5074.0,0,1,146,0
12,63,800,12395.0,0,1,313,0
7,15,124,3730.0,0,1,148,0
3,98,600,7449.0,0,1,187,0
1,13,125,3379.0,0,1,137,0
3,82,748,9056.65,0,1,251,0
9,8,175,1809.0,0,1,95,0
3,62,1063,7362.4,0,1,221,0
5,12,124,2235.77,0,1,110,0
2,22,244,3699.0,0,1,171,0
3,13,124,2905.0,0,1,123,0
10,5,49,1499.0,0,1,58,0
4,27,279,5089.0,0,1,169,0
1,22,282,6799.0,0,1,182,0
1,6,49,1545.8,0,1,87,0
5,6,49,1471.88,0,1,70,0
1,30,602,3230.57,4,1,590,0
2,11,125,2199.0,0,1,141,0
26,5,49,1531.0,0,1,89,0
3,40,1649,25554.25,0,2,895,0
1,27,125,2649.0,0,1,135,0
4,47,530,11099.0,0,1,217,0
1,98,600,7249.0,0,1,180,0
11,13,124,2499.0,0,1,123,0
5,6,49,2559.0,0,1,96,0
8,117,599,11549.0,0,1,197,0
5,51,347,7449.0,0,1,187,0
20,6,49,1490.0,0,1,87,0
5,6,74,1490.21,0,1,87,0
7,10,124,2299.0,0,1,116,0
2,115,1050,12695.0,0,1,198,0
14,15,124,3870.0,0,1,162,0
1,106,779,9149.0,0,1,211,0
1,51,449,9178.0,0,1,114,0
5,7,49,1754.96,0,1,81,0
20,4,49,1316.22,0,1,75,0
10,14,125,2649.0,0,1,135,0
2,12,124,2699.0,0,1,135,0
3,84,1340,17394.97,0,1,271,0
3,5,49,1307.0,0,1,83,0
6,44,486,4399.0,0,1,173,0
3,36,1648,8150.0,0,2,1075,0
6,5,49,1990.0,0,1,110,0
6,4,49,1441.83,0,1,80,0
7,11,124,3004.46,0,1,140,0
19,80,599,7068.0,0,1,190,0
2,8,125,2090.0,0,1,142,0
4,40,644,5198.75,0,1,161,0
7,6,150,1462.95,0,1,105,0
1,9,49,2285.0,0,1,98,0
4,9,49,2285.0,0,1,98,0
23,5,49,1051.45,0,1,58,0
7,10,124,2143.0,0,1,146,0
5,106,748,8400.0,0,1,203,0
4,5,49,1141.5,0,1,57,0
1,8,49,2732.0,0,1,73,0
8,85,636,9999.0,0,1,161,0
12,63,249,3190.0,0,1,140,0
1,9,125,2399.0,0,1,122,0
13,20,313,4895.0,0,1,233,0
4,109,1995,42700.0,3,2,1600,1
2,115,2188,24851.85,5,2,1630,1
7,177,1591,39559.99,5,1,1534,1
3,100,1998,21610.0,5,2,1866,1
3,122,1997,24100.0,5,2,1421,1
6,125,2664,22459.82,3,2,1730,1
2,115,1753,21390.0,4,2,1451,1
5,140,1896,20043.75,4,2,1296,1
1,100,1870,23850.0,5,2,1773,1
2,328,2370,16912.48,2,1,1375,1
2,129,1870,37154.0,5,2,1630,1
2,76,2496,16654.05,5,2,1787,1
1,120,1598,22790.0,2,1,1342,1
12,110,2148,27741.4,3,2,1630,1
2,192,2494,42055.0,4,1,1500,1
2,180,2698,43020.0,4,2,1625,1
6,140,2204,29000.0,5,2,1573,1
2,110,1997,22410.0,5,2,1421,1
4,140,1997,31650.0,5,2,1539,1
4,116,2198,29050.01,5,2,1815,1
1,140,1368,29480.0,5,1,1430,1
1,71,2502,26524.0,4,2,1450,1
8,130,2460,37956.72,4,2,2115,1
2,113,2998,33903.09,5,2,1500,1
6,143,2148,36500.0,5,2,1495,1
1,135,2402,26780.0,5,2,2027,1
2,143,1995,31100.0,5,2,1881,1
2,85,2476,20776.99,4,2,1847,1
6,116,2148,38439.2,2,2,1495,1
3,100,2998,41044.68,2,2,1445,1
7,60,1996,29257.27,3,2,1528,1
4,130,1896,25270.0,3,2,1200,1
6,163,1997,34040.0,2,2,1577,1
5,115,1896,26624.84,4,2,1360,1
5,112,1951,24300.0,3,2,1405,1
7,125,2298,31590.0,5,2,1806,1
4,140,1968,25690.0,3,2,1340,1
13,140,1968,24230.0,3,2,1281,1
12,150,2148,43350.0,2,2,1500,1
8,192,2494,38500.0,2,1,1420,1
12,130,1998,38150.0,5,2,1415,1
3,193,2295,35243.35,4,1,1420,1
8,108,2953,20031.73,2,2,1930,1
2,510,3982,169175.0,3,1,1645,1
4,215,2461,46090.0,2,1,2247,1
9,104,2494,23508.0,4,2,1800,1
1,105,2148,32000.0,5,2,1851,1
1,130,2953,26740.0,5,2,1671,1
3,110,2987,61250.0,4,2,2110,1
4,143,1968,26300.0,4,2,1505,1
3,136,2184,35391.0,5,2,1520,1
3,150,1896,31160.0,5,2,1460,1
3,140,1968,29210.0,4,2,1454,1
7,100,2663,23138.97,5,2,1850,1
2,109,2148,29365.4,5,2,1934,1
1,140,1996,19875.47,5,1,1412,1
3,130,1956,27510.0,5,2,1538,1
2,184,1995,42550.0,2,2,1450,1
6,136,1997,29100.0,4,2,1580,1
13,140,2204,23300.0,5,2,1351,1
5,100,1995,23340.0,4,2,1435,1
6,75,2399,16244.16,5,2,1900,1
3,165,2393,37260.0,5,1,1495,1
3,143,1997,20810.0,5,1,1257,1
15,130,1896,29010.0,4,2,1395,1
9,81,4885,35555.0,0,2,4227,1
2,110,1968,27850.0,4,2,1435,1
17,110,1997,26800.0,4,2,1580,1
5,136,2184,23750.0,5,2,1440,1
2,112,1991,22882.0,5,2,1623,1
3,130,1956,26600.0,5,2,1658,1
1,136,1998,30825.91,4,1,1370,1
21,110,1968,27890.05,5,2,1543,1
2,120,1560,33700.0,5,2,1315,1
16,138,1997,24810.0,2,1,1382,1
3,163,1998,34195.95,5,1,1475,1
3,150,1910,28635.0,5,2,1530,1
2,140,1991,25865.0,5,2,1612,1
11,110,1997,22060.0,4,2,1485,1
3,110,1968,27200.0,5,1,1342,1
3,150,2295,33380.21,4,1,1410,1
4,140,1997,27090.0,5,2,1496,1
7,120,1870,22110.0,5,2,1430,1
1,140,1997,33300.0,5,2,1615,1
15,120,1870,27610.0,5,2,1350,1
3,264,1998,33000.0,2,1,1331,1
1,150,1596,25600.0,5,1,1579,1
2,92,1905,26624.84,5,2,1640,1
5,110,2286,21292.0,5,2,1750,1
10,170,2685,40823.11,4,2,1650,1
3,136,1968,29300.0,5,2,1710,1
8,48,2500,35547.25,0,2,1450,1
1,150,2143,34989.19,4,2,1374,1
3,143,1968,34930.0,4,2,1495,1
2,115,1995,24750.0,3,2,1295,1
1,114,2184,17868.0,5,2,1555,1
2,109,2148,23553.8,5,2,1815,1
3,120,2953,27141.75,2,2,2040,1
5,100,2198,27365.0,5,2,1885,1
4,120,1870,23745.0,5,2,1310,1
4,110,1598,30610.79,4,2,1365,1
3,125,1994,21459.0,4,1,1300,1
11,120,1498,28400.0,5,2,1614,1
1,130,1870,26000.0,5,2,1430,1
1,120,2463,29245.0,5,2,1894,1
8,126,2184,21434.0,4,2,1419,1
4,115,1996,29370.0,5,2,1710,1
15,135,2464,24357.0,5,2,1826,1
13,130,1598,29950.0,5,2,1440,1
1,140,2402,30950.0,5,2,1938,1
5,126,1998,20350.0,5,2,1515,1
29,92,4400,42185.0,0,2,4800,1
4,121,1997,27500.0,5,2,1456,1
6,141,1998,26750.0,5,2,1821,1
11,115,2171,24575.38,5,2,1780,1
1,170,2685,40823.11,4,2,1650,1
2,120,1910,23025.0,3,2,1333,1
6,170,1968,40129.5,4,2,1565,1
1,90,2198,26250.0,5,2,1699,1
2,193,2435,34708.45,5,1,1480,1
3,130,2188,32310.0,5,2,1662,1
3,130,1896,20950.0,5,2,1293,1
9,112,1991,25650.0,5,2,1720,1
2,136,2143,31985.14,4,2,1820,1
10,143,1796,29500.0,4,1,1400,1
5,170,2143,49100.01,4,2,1845,1
1,105,1896,25200.0,5,2,1498,1
13,115,2402,32150.0,5,2,1918,1
21,84,2820,20291.56,5,2,2674,1
20,70,1998,37600.0,5,2,1290,1
3,97,1994,25110.29,5,2,1540,1
11,136,1997,27740.0,5,2,1498,1
4,130,2188,34110.0,5,2,1702,1
3,122,1598,27660.0,4,2,1415,1
3,90,1997,27740.0,3,1,1498,1
4,115,1998,21000.0,5,2,1421,1
1,150,1498,31044.45,5,1,1360,1
11,81,4525,42920.0,0,2,4525,1
4,100,1998,21130.0,5,2,1796,1
1,120,2402,22510.0,5,2,1912,1
5,143,1968,45480.0,3,1,1770,1
5,170,2494,33957.18,2,1,1445,1
7,136,2143,36770.25,5,2,1535,1
2,95,2820,15953.27,3,2,1875,1
17,105,1896,25200.0,5,2,1498,1
3,148,2287,30619.99,5,2,1925,1
10,140,1896,25753.37,5,2,1350,1
9,224,2987,65234.27,5,2,1905,1
7,150,1910,35990.0,5,2,1555,1
2,86,2902,27000.0,5,1,2043,1
3,140,1991,26000.0,3,2,1340,1
2,231,2979,44000.0,2,1,1430,1
5,97,2496,20915.22,2,2,1531,1
9,130,1896,24520.0,4,2,1465,1
2,143,1997,22310.0,5,1,1395,1
11,136,1951,28451.91,4,2,1450,1
2,136,2998,28460.6,2,2,1787,1
2,125,2982,30194.85,5,2,1810,1
13,279,2171,35300.0,2,1,1395,1
2,92,1995,27249.6,4,2,1887,1
19,88,2148,21094.6,5,2,1770,1
2,95,1997,28345.3,5,2,1732,1
7,184,1995,43290.0,2,2,1450,1
26,163,1995,29000.0,5,2,1340,1
14,120,1998,23800.0,5,2,1435,1
2,226,2967,34190.0,5,1,1415,1
1,130,1896,24280.89,5,1,1315,1
10,110,2198,24030.0,5,2,1702,1
14,125,1995,28300.0,5,1,1395,1
18,150,1994,23300.0,5,2,1520,1
6,220,1984,35400.39,5,1,1295,1
14,110,1998,32422.97,5,2,1370,1
3,150,2148,41620.0,4,2,1965,1
2,105,2953,20885.0,2,2,1665,1
2,75,1996,26841.0,5,2,1678,1
3,177,1968,37460.0,5,2,1489,1
12,88,2148,21094.6,5,2,1770,1
10,116,1995,27800.0,3,2,1350,1
7,109,2184,17868.0,5,2,1555,1
4,140,1968,30310.0,4,2,1454,1
6,84,2820,15500.1,5,2,1985,1
6,105,1896,26420.0,3,2,1295,1
8,90,2663,17193.08,2,2,1435,1
3,193,2926,44900.0,4,2,1635,1
1,140,2204,22500.0,5,2,1403,1
9,125,2798,27015.49,5,2,2330,1
1,136,1997,24100.0,5,2,1421,1
3,125,1796,20290.0,4,1,1375,1
2,130,1870,27300.0,5,2,1540,1
3,115,2198,26430.0,5,2,1724,1
8,130,1870,22100.0,5,2,1270,1
3,231,1951,23102.91,4,1,1480,1
20,115,1896,30613.0,5,2,1666,1
1,109,1991,25040.14,5,2,1345,1
31,140,1968,24635.0,5,2,1281,1
9,120,1870,28850.0,5,2,2107,1
2,150,2496,39480.0,5,2,1575,1
2,120,1870,22145.0,5,2,1310,1
3,115,1685,24540.0,5,2,1415,1
2,130,1896,31470.0,4,2,1410,1
1,118,1895,27556.4,2,1,1360,1
5,122,2800,28602.17,5,2,2040,1
2,126,2497,32492.04,4,2,1300,1
4,100,1870,24610.0,5,2,1954,1
2,140,1968,37310.0,2,2,1539,1
7,109,2499,18292.0,2,2,1665,1
2,200,1984,30690.0,3,1,1318,1
3,136,2184,20350.0,3,2,1288,1
6,185,2496,15836.67,5,2,1618,1
12,140,1968,26520.0,5,2,1380,1
2,110,2988,17489.45,5,1,1445,1
6,120,2287,26260.0,5,2,1785,1
3,110,2286,22070.0,2,2,1745,1
4,115,2171,22417.75,3,2,1720,1
14,109,1991,27625.0,5,2,1360,1
9,90,1995,25720.3,5,2,1821,1
4,68,1956,28870.0,5,2,1538,1
1,135,2464,24351.0,5,2,1873,1
3,143,1995,27600.0,5,2,1320,1
4,127,2800,23280.0,5,2,1850,1
12,110,3222,56855.68,4,2,1870,1
10,100,2148,37005.12,5,2,1540,1
4,166,2982,41220.0,5,2,1885,1
5,100,1998,20480.0,5,2,1734,1
6,163,1998,21075.0,5,2,1480,1
2,116,2500,23138.97,2,2,1170,1
7,136,1951,34900.0,4,2,1490,1
3,150,2496,34437.99,4,2,1490,1
6,110,2148,39923.11,5,2,1590,1
6,115,3059,22357.65,3,2,1850,1
2,125,2800,25032.8,5,2,1807,1
16,136,1199,30150.01,3,2,1270,1
4,105,1995,36100.0,5,2,1430,1
3,143,2148,39923.11,4,2,1590,1
2,145,2298,37833.07,5,2,2159,1
3,85,2198,22330.0,5,2,1656,1
4,136,2499,23240.74,2,2,1620,1
2,114,2184,27557.0,5,2,1541,1
6,120,1870,25260.0,5,2,1350,1
2,140,1997,29190.0,5,2,1668,1
32,112,1951,29150.0,5,2,1565,1
3,125,2953,27707.0,2,2,2015,1
8,90,2286,30691.8,5,2,1675,1
10,130,1896,21985.0,4,2,1314,1
3,100,1998,20530.0,5,2,1660,1
