Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight,Cluster
2,120,1560,29450.0,5,2,1300,1
4,68,1399,14385.0,3,2,1061,2
2,46,2240,35000.0,0,2,1320,1
3,63,1086,10300.0,5,1,886,2
3,63,1868,13529.0,5,1,1155,2
2,14,125,2259.0,0,1,120,0
15,90,1868,16680.0,5,2,1267,2
10,77,1368,13860.0,5,1,1040,2
4,82,1199,16700.0,3,1,1075,2
5,110,1587,18180.0,5,1,1324,2
2,31,125,2199.7,0,1,108,0
2,100,1587,15580.0,5,2,1176,2
4,11,49,1899.0,0,1,80,0
8,98,1390,13080.0,3,1,1049,2
8,106,1461,23950.0,5,2,1511,2
8,106,1422,14218.0,5,2,1106,2
14,90,1560,18090.0,5,2,1357,2
2,115,1685,30465.0,5,2,1425,1
4,109,1596,21750.0,5,1,1296,2
21,92,1560,17740.0,5,2,1182,2
2,145,1999,25560.0,5,1,1382,1
8,90,1560,15585.0,3,2,1103,2
4,60,1149,9784.48,5,1,900,2
4,60,1598,22320.0,5,1,1445,2
3,68,1905,16900.46,5,2,1635,2
1,150,1999,20290.0,5,1,1294,1
2,83,1341,12400.0,5,1,1035,2
2,154,2956,32190.0,3,2,1805,1
8,75,1390,9050.0,5,1,975,2
6,95,995,9000.0,5,2,780,2
7,60,1389,9301.26,5,1,995,2
2,103,1398,16240.0,5,1,1163,2
2,70,1398,14150.0,5,2,1186,2
3,75,1360,13780.0,3,1,1126,2
27,100,1596,17480.0,5,1,1122,2
21,50,583,7512.65,0,1,186,0
6,100,2172,22739.61,4,1,1475,1
2,70,1398,14380.0,5,2,1130,2
1,100,1598,17844.92,5,1,1130,2
2,98,599,7221.0,0,1,183,0
5,100,1995,23239.54,5,2,1428,1
2,21,250,3425.0,0,1,132,0
1,110,999,21807.67,5,1,1216,2
1,5,49,1778.0,0,1,72,0
2,110,1587,15207.0,3,1,1134,2
1,115,1995,26350.0,5,2,1305,1
1,115,1560,24880.0,5,2,1424,1
1,82,1598,11542.44,4,1,1032,2
21,29,250,5709.0,0,1,139,0
1,109,1560,19350.0,5,2,1310,2
1,110,1587,17805.0,5,1,1141,2
1,12,125,3249.0,0,1,127,0
3,86,1498,10313.37,5,1,1087,2
3,86,1588,13288.38,5,1,940,2
12,150,1498,23140.0,5,1,1224,2
7,90,1560,20330.0,5,2,1230,2
18,64,1968,33490.0,5,2,1470,1
2,23,249,4599.0,0,1,160,0
14,155,2198,36300.0,4,2,1502,1
14,155,2143,41149.99,4,2,1595,1
2,82,1493,14800.0,5,2,1370,2
1,68,1896,10653.78,3,2,975,2
16,100,1560,25879.99,5,2,1374,2
2,75,1360,11560.0,3,1,950,2
22,114,1769,17989.0,5,1,1420,2
4,140,2204,26400.0,4,2,1400,1
2,13,125,2163.0,0,1,131,0
1,100,1896,21670.0,5,2,1349,2
1,100,1870,26560.0,5,2,1530,1
3,115,1685,27500.0,5,2,1415,1
1,129,1998,30861.97,5,1,1440,1
1,68,1199,29200.0,5,2,1270,2
1,68,1390,11046.6,5,2,1009,2
1,95,1587,19024.0,5,1,1240,2
8,11,697,7999.0,0,1,234,0
8,11,697,8999.0,0,1,234,0
1,60,1124,14000.0,5,1,942,2
1,90,1461,12100.0,5,2,1114,2
6,90,1867,11800.0,5,2,1010,2
6,90,1997,15360.67,5,2,1230,2
3,71,1868,14890.0,4,2,1185,2
3,71,1997,21110.0,4,2,1421,2
1,130,1598,29450.0,5,2,1626,1
4,100,1870,16107.12,2,2,1105,2
15,135,1794,21900.0,5,1,1160,2
15,135,999,17725.0,5,1,1026,2
20,70,1398,14067.0,5,2,947,2
2,7,49,1573.0,0,1,75,0
2,9,125,1579.0,0,1,97,0
5,180,2496,38300.0,4,2,1595,1
21,68,1398,15100.0,5,2,1070,2
21,68,1870,13011.91,5,2,1100,2
4,90,1582,17500.0,5,2,1309,2
3,10,125,2719.0,0,1,107,0
7,70,1398,15500.0,5,2,1184,2
8,101,1329,17570.0,5,1,1220,2
2,63,1449,18200.0,0,1,335,0
1,95,1587,17014.0,5,1,1240,2
8,70,1422,14218.0,5,2,1106,2
2,110,1197,22024.69,5,1,1229,2
1,61,1124,13790.0,5,1,1085,2
14,109,1997,23550.0,5,2,1574,1
14,109,1598,14835.0,5,2,1175,2
14,109,1758,17524.0,5,2,1320,2
2,103,1596,16710.0,3,1,1195,2
18,150,1596,27350.0,5,1,1579,1
3,103,1599,15050.0,5,1,1248,2
9,92,1560,22040.0,5,2,1125,2
5,60,1149,12450.0,5,1,935,2
8,5,49,2467.0,0,1,90,0
1,68,1399,13110.0,5,2,1068,2
5,75,1248,17370.0,5,2,1180,2
2,122,1390,21680.0,5,1,1215,2
7,71,1905,12230.6,3,2,1155,2
21,4,49,2139.0,0,2,85,0
10,7,50,2990.0,0,1,82,0
3,68,1399,15475.0,5,2,1092,2
4,9,125,2249.0,0,1,113,0
1,110,1461,16100.0,5,2,1187,2
8,190,2698,43280.0,2,2,1550,1
8,190,1560,23540.0,2,2,1205,1
5,110,1560,21610.0,5,2,1322,2
18,90,1360,15832.0,5,1,1057,2
5,4,49,1899.0,0,1,78,0
1,100,1560,21639.98,4,2,1367,2
21,65,1870,10577.81,4,2,955,2
3,105,1910,15656.37,5,2,1270,2
2,110,1598,26935.01,5,2,1315,2
10,115,1598,21280.0,5,1,1445,2
2,100,1595,15157.53,5,1,1145,2
5,9,49,3825.0,0,1,92,0
2,33,330,5569.0,0,1,182,0
1,140,1997,27800.0,5,2,1496,1
4,100,1390,12821.0,5,1,1073,2
4,105,1910,14490.0,4,2,1235,2
2,100,1995,20728.91,4,2,1450,2
4,125,999,21150.0,5,1,1205,2
2,60,1769,9818.43,4,2,945,2
2,60,1870,14123.78,4,2,1100,2
9,110,1896,16016.97,4,2,1172,2
5,120,2463,28335.0,5,2,1901,1
3,72,1150,9270.0,5,1,960,2
28,84,1206,11450.0,5,1,1030,2
4,5,49,1499.0,0,1,58,0
1,110,1997,20950.0,5,2,1595,1
1,110,1560,24880.0,5,2,1424,2
16,150,2993,46800.0,5,2,1595,1
2,65,1199,10998.52,5,1,1000,2
19,110,1598,26279.68,5,2,1420,2
1,10,124,1949.0,0,1,121,0
9,90,1997,19790.0,5,2,1243,2
6,88,1386,13600.0,5,1,1092,2
2,68,2498,13222.27,5,2,1515,2
4,90,898,17039.99,4,2,1082,2
2,100,1995,18850.0,5,2,1560,2
2,100,1686,22850.0,5,2,1428,2
4,5,49,1051.45,0,1,58,0
20,100,1560,24235.01,5,2,1374,2
1,95,1248,22220.0,5,2,1300,2
1,125,1796,22919.44,5,1,1380,1
6,100,1896,15571.0,5,2,1165,2
6,100,1360,13010.0,5,2,1025,2
2,120,1597,26600.0,5,2,1541,1
2,120,1997,38180.0,5,2,1764,1
2,120,1461,21315.36,5,2,1272,2
1,105,1598,19400.0,5,2,1405,2
1,120,1997,33239.99,6,2,1770,1
7,20,883,9600.0,0,1,260,0
5,155,2496,37980.0,4,2,1560,1
2,75,1461,15800.0,5,2,1090,2
2,75,1560,17600.0,5,2,1340,2
6,69,1242,10915.0,3,1,865,2
2,115,1596,23900.0,5,1,1245,2
2,115,1994,25840.0,5,1,1345,1
4,12,125,3160.0,0,1,149,0
10,110,2286,21292.0,5,2,1750,1
2,110,1870,20200.0,5,2,1310,2
8,136,1422,13060.0,4,2,1128,2
5,140,1968,25790.0,3,2,1316,1
5,72,1975,15554.19,3,2,1215,2
3,129,1794,22850.0,5,1,1265,1
2,70,1984,17777.94,5,2,1035,2
2,110,1560,22290.0,5,2,1391,2
16,109,1560,20860.0,5,2,1344,2
2,76,645,6929.0,0,1,197,0
4,90,1997,16781.0,3,2,1204,2
14,90,1753,19600.0,5,2,1521,2
1,90,1587,13892.39,5,1,1078,2
5,92,1905,16263.39,4,2,1140,2
6,75,1560,19460.0,5,2,1219,2
10,95,1199,13350.0,5,2,1051,2
2,100,2198,25350.0,5,2,1728,1
3,51,796,7500.0,5,1,835,2
3,95,1248,16820.0,5,2,1210,2
1,110,1896,20831.08,5,2,1296,2
1,110,1587,18810.0,5,1,1204,2
7,75,1360,15670.0,5,1,1139,2
11,102,2461,26840.0,5,2,1879,1
12,80,1240,12150.0,3,1,975,2
19,112,1951,29150.0,5,2,1565,1
15,112,1560,30580.0,5,2,1398,1
7,85,1461,14561.3,5,2,1185,2
3,90,1896,18500.0,5,2,1365,2
20,110,1896,20344.26,4,2,1378,2
20,110,1398,15717.0,4,2,947,2
6,136,1796,29575.0,5,2,1370,1
4,136,1686,20410.0,4,2,1305,2
1,120,998,22270.0,5,1,1269,2
8,125,999,19900.0,5,1,1374,2
3,19,249,4149.0,0,1,180,0
21,75,999,14874.69,5,1,1055,2
1,88,1386,15990.0,5,1,1092,2
3,95,1499,13715.0,4,2,1230,2
3,95,1560,17970.0,4,2,1244,2
3,61,999,9215.0,5,1,854,2
1,65,1461,17090.0,5,2,1085,2
2,150,1968,31570.0,5,2,1585,1
3,90,2402,24180.0,5,2,1937,1
1,115,1753,19740.0,4,2,1431,2
2,105,1870,19020.0,5,2,1290,2
4,92,1560,22365.24,5,2,1360,2
5,86,2446,20000.0,5,2,1910,1
5,86,2496,18180.62,5,2,1808,1
5,86,1870,18540.0,5,2,1150,2
3,75,1461,14800.0,5,2,1175,2
3,75,1685,28795.0,5,2,1425,2
3,80,1229,12240.0,5,1,960,2
1,75,999,15250.01,5,1,1055,2
10,115,1796,14050.0,5,1,1420,2
10,115,1498,23900.0,5,1,1579,2
4,15,124,4399.0,0,1,135,0
1,14,125,5099.0,0,1,160,0
2,110,1598,17520.0,4,1,1090,2
1,150,2148,31200.0,3,2,1440,1
20,115,1560,23650.0,5,2,1429,2
2,20,250,5499.0,0,1,165,0
2,90,1560,16150.0,5,2,1205,2
2,90,2902,28715.0,5,2,2018,1
2,115,1796,15548.18,5,1,1230,2
9,68,1399,13550.0,5,2,1077,2
9,68,1834,18000.31,5,2,1215,2
5,125,1753,28190.0,5,2,1699,1
1,72,1150,10515.0,5,1,990,2
3,130,1896,25270.0,3,2,1200,1
1,90,1197,13190.0,3,1,1089,2
4,62,1063,8999.0,0,1,275,0
7,110,1896,17585.62,4,2,1180,2
1,136,1997,27050.0,5,2,1620,1
8,99,1560,20432.1,5,2,1289,2
2,12,49,1051.77,0,1,77,0
3,6,49,1412.38,0,1,87,0
4,125,1399,20675.0,5,1,1278,2
2,131,1591,24215.0,5,1,1379,1
5,112,1560,22260.0,5,2,1260,2
4,95,1587,19024.0,5,1,1240,2
2,125,2151,32208.24,4,2,1410,1
2,109,1560,18765.0,5,2,1357,2
27,75,1390,14440.0,5,1,1065,2
5,98,599,7221.0,0,1,183,0
1,127,1461,14550.0,5,2,1000,2
2,68,1896,10653.78,3,2,975,2
2,150,1969,38778.0,5,2,1702,1
2,150,1870,26260.0,5,2,1350,1
10,7,49,2120.0,0,1,90,0
7,105,1587,15580.0,2,2,1176,2
3,140,1968,24845.0,5,2,1297,1
1,80,1388,13535.0,5,1,1027,2
2,192,2494,42055.0,4,1,1500,1
27,90,1560,18875.0,4,2,1305,2
2,70,1398,14120.0,5,2,1022,2
1,65,1870,14123.78,5,2,1100,2
1,100,1995,23239.54,5,2,1428,1
3,90,1997,20300.0,5,2,1328,2
10,101,1994,15990.0,5,2,1230,2
2,100,1595,14340.15,5,1,1185,2
5,75,1360,14510.0,5,1,1089,2
13,184,2926,37200.0,4,2,1595,1
2,140,1991,27100.0,5,2,1365,1
1,110,1560,21340.0,5,2,1261,2
7,100,1686,21921.55,5,2,1320,2
2,85,1461,17860.0,5,2,1195,2
2,105,1896,22455.0,5,2,1251,2
5,110,1461,21930.0,5,2,1215,2
25,115,1795,15926.82,4,1,1320,2
1,184,1995,33195.88,3,2,1435,1
2,110,1896,20344.26,4,2,1378,2
4,130,1998,22980.0,4,2,1415,1
7,75,1753,14822.0,5,2,1450,2
1,95,2999,31927.09,2,2,2165,1
24,90,1560,18473.1,5,2,1182,2
24,90,1488,8372.1,5,2,870,2
2,100,1910,26150.0,4,2,1430,1
7,105,1598,20870.0,5,2,1239,2
13,70,1398,13580.0,5,2,1130,2
12,4,49,1899.0,0,1,78,0
12,4,49,2619.0,0,1,90,0
12,4,125,2699.0,0,1,153,0
12,4,125,2259.0,0,1,120,0
7,97,1399,13650.0,4,1,1035,2
8,110,2184,17008.0,3,2,1350,2
5,95,1753,12206.56,5,2,1100,2
4,115,1998,23180.0,5,2,1430,1
7,90,1905,15743.03,5,2,1152,2
1,100,1896,15386.0,5,2,1165,2
1,45,498,6359.0,0,1,213,0
12,75,1974,12513.07,5,2,1130,2
12,75,2497,29374.0,5,2,2025,1
12,75,1896,21636.44,5,2,1270,2
4,110,1997,21270.0,5,2,1359,2
3,90,1422,18804.68,5,2,1151,2
2,108,675,7995.0,0,1,167,0
3,130,1998,24080.0,5,2,1427,1
3,11,125,2143.0,0,1,112,0
2,110,1587,19410.0,5,1,1269,2
10,85,1229,16030.0,5,1,1105,2
3,90,1248,19450.0,4,2,1185,2
3,90,1596,17360.0,4,2,1131,2
16,70,1867,12500.0,5,2,1010,2
2,68,1398,14150.0,5,2,1070,2
15,115,1560,20950.0,5,2,1269,2
5,145,1896,22100.0,3,1,1251,1
10,61,1124,12361.4,3,1,956,2
8,103,1586,14602.0,5,1,1140,2
1,75,1560,18010.0,4,2,1407,2
8,90,1995,23849.99,5,2,1678,1
3,5,49,1499.0,0,1,58,0
3,18,200,3999.0,0,1,149,0
3,18,883,7597.0,0,1,230,0
5,75,1896,16774.25,5,2,1080,2
3,125,999,20400.0,4,1,1231,2
5,86,1461,17050.0,5,2,1215,2
3,71,1868,13529.0,3,2,1155,2
8,105,1598,26330.0,5,2,1320,2
3,165,2696,34060.0,5,2,2007,1
10,60,1397,10060.0,5,1,1065,2
10,70,1398,14120.0,5,2,1022,2
1,90,1587,13522.77,5,1,1060,2
4,135,1998,26546.7,2,1,1415,1
4,135,1951,28451.91,2,1,1450,1
1,140,1997,33300.0,5,2,1615,1
2,110,1560,23750.0,5,2,1318,2
7,71,1905,17236.0,5,2,1665,2
2,135,1591,25175.0,5,1,1305,1
8,115,1998,21516.23,5,1,1325,2
3,130,1956,30950.0,5,2,1538,1
5,100,2664,24223.0,3,2,1700,1
7,110,1753,17110.0,5,2,1401,2
7,120,1997,32187.0,4,2,1919,1
3,71,1905,16828.34,4,2,1895,2
3,15,124,3797.0,0,1,161,0
18,110,1587,16830.0,5,1,1176,2
1,125,1395,23487.67,5,1,1246,2
12,71,1868,12873.68,4,2,1185,2
12,71,1197,22400.0,4,2,1245,2
1,82,1199,16940.0,5,1,1040,2
10,82,1199,16590.0,5,1,1040,2
5,108,2953,20031.73,2,2,1930,1
3,86,1498,10289.33,5,1,1087,2
16,12,124,3299.0,0,1,126,0
1,69,1242,10915.0,3,1,865,2
6,109,1997,29000.0,5,2,1736,1
10,100,1596,16060.0,3,1,1242,2
8,231,2993,46500.0,2,2,1525,1
3,61,1124,12795.0,5,1,1010,2
2,105,1598,19210.0,3,1,1132,2
3,75,1390,13330.0,5,1,1065,2
1,105,1598,19170.0,3,1,1195,2
2,110,1587,18270.0,5,1,1176,2
1,136,1997,21665.0,3,2,1392,1
19,50,999,7885.28,3,1,939,2
7,129,1998,18299.62,3,1,1150,2
18,75,1390,14580.49,4,1,1125,2
2,170,2290,32154.15,4,1,1520,1
16,90,1560,21330.41,4,2,1410,2
9,68,1700,13402.57,4,2,1095,2
1,90,1997,21036.0,5,2,1300,2
3,90,1997,19379.0,5,2,1200,2
2,90,1396,11960.14,5,1,1015,2
2,90,2184,18400.0,5,1,1306,2
9,90,1560,22850.0,5,2,1290,2
15,90,1905,15980.91,5,2,1230,2
1,100,1896,17850.0,5,2,1293,2
5,76,2496,15836.67,5,2,1618,2
1,6,49,1999.0,0,1,78,0
10,75,1248,14920.0,3,2,1150,2
3,86,1197,19390.0,5,1,1065,2
8,95,1599,19920.0,2,1,1067,2
2,90,1560,17590.0,5,2,1197,2
8,100,2663,23138.97,5,2,1850,1
1,70,1398,13620.0,5,2,1022,2
6,110,1587,25000.0,2,1,1453,1
2,85,1248,16785.0,5,1,1040,2
15,109,1499,32209.92,5,2,1657,1
5,16,599,6749.0,0,1,189,0
5,16,638,10499.0,0,1,270,0
1,90,1461,18125.0,5,2,1132,2
2,75,1560,19545.0,4,2,1360,2
13,143,1461,18420.0,5,2,1195,2
2,99,1905,13823.28,5,2,1090,2
2,75,1896,12260.65,4,2,1135,2
1,150,1781,24570.0,3,1,1128,1
1,120,1870,22110.0,5,2,1430,1
25,136,1997,29100.0,4,2,1580,1
9,5,49,1722.0,0,1,100,0
10,130,1896,29010.0,4,2,1395,1
3,75,1199,10590.0,4,2,935,2
1,125,2198,33595.0,5,2,1986,1
3,69,1242,10150.0,3,1,865,2
17,140,2204,23300.0,5,2,1351,1
4,60,1299,9830.0,5,1,948,2
16,90,1997,19790.0,5,2,1243,2
10,135,1998,20548.6,4,1,1390,1
7,136,1997,36290.0,5,2,1743,1
11,90,1360,17600.0,5,1,1182,2
9,80,1969,36600.0,3,1,1702,1
3,88,1386,14700.0,5,1,957,2
6,64,1896,12786.0,5,2,1125,2
6,64,2405,28750.0,5,2,1730,1
26,110,1587,12520.0,3,1,970,2
10,122,1591,18186.0,5,1,1188,2
4,110,1560,23550.0,5,2,1247,2
2,150,1968,26524.69,5,2,1279,1
3,96,2286,23316.0,2,2,1528,1
2,130,1896,29010.0,4,2,1395,1
1,75,1598,9784.48,3,1,905,2
6,71,1686,22520.0,4,2,1329,2
6,112,1991,18932.0,5,2,1474,2
6,112,1870,17188.95,5,2,1150,2
1,90,1896,16210.0,3,2,1100,2
8,100,1870,15866.72,5,2,1150,2
25,110,1587,19295.0,5,1,1268,2
2,15,125,4599.0,0,1,172,0
4,70,1248,11125.0,5,2,980,2
2,50,999,8160.0,3,1,880,2
9,110,1997,18585.0,5,2,1216,2
1,90,1896,24280.89,4,2,1315,2
3,90,1389,12500.0,3,1,1080,2
1,90,1997,18676.0,5,2,1300,2
1,90,1867,12500.0,5,2,1010,2
1,110,1461,23360.0,5,2,1215,2
4,163,2688,41830.44,5,2,2115,1
1,60,1769,12068.32,4,2,970,2
1,75,1598,12705.4,4,1,1180,2
3,193,2295,41650.0,2,1,1445,1
7,110,1997,21385.0,3,2,1339,2
4,68,1399,13550.0,5,2,1077,2
3,84,1340,17394.97,0,1,271,0
11,100,1596,17360.0,4,1,1131,2
5,140,1910,25250.0,4,2,1305,1
5,86,1896,23690.68,5,2,1820,1
5,86,1995,16140.0,5,2,1290,2
3,70,1398,13580.0,5,2,1130,2
8,51,796,8295.0,5,1,775,2
18,95,1598,24932.05,5,2,1549,2
9,90,1560,19120.0,5,2,1228,2
4,109,1560,19415.0,5,2,1350,2
27,140,1968,28350.0,5,2,1380,1
4,65,995,8960.0,5,1,795,2
10,70,1461,15880.0,5,2,1090,2
6,170,1598,28400.0,2,1,1240,1
6,100,1870,24050.0,5,2,1781,1
4,100,1390,14681.0,5,1,1073,2
11,100,1596,18430.0,5,1,1297,2
2,110,1560,28010.0,5,2,1397,1
3,110,1686,20455.0,5,2,1428,2
2,106,2286,30892.4,2,2,1860,1
4,105,1499,25379.75,5,2,1259,2
2,12,125,2669.0,0,1,124,0
4,71,1905,14082.92,5,2,1375,2
8,90,1896,18342.89,4,2,1265,2
3,140,1968,28210.0,5,2,1553,1
1,105,1422,18540.0,5,2,1161,2
2,105,1461,19445.0,5,2,1205,2
10,100,1896,23150.0,3,2,1260,2
2,19,249,4199.0,0,1,223,0
3,143,1968,32810.0,4,2,1480,1
4,110,2184,17949.0,4,2,1260,2
2,143,2499,25700.0,4,2,1795,1
2,136,2231,23425.0,5,2,1485,1
4,103,1598,20489.99,5,1,1346,2
11,120,1498,28400.0,5,2,1614,1
9,75,1598,12705.4,4,1,1180,2
4,87,1948,18348.0,5,2,1965,1
20,85,1248,14165.82,5,1,1029,2
6,90,1598,15145.51,5,1,1220,2
2,130,1896,16095.1,4,2,1270,2
5,110,1896,21520.0,5,2,1204,2
4,69,1995,34100.0,3,1,1505,1
2,136,1997,27740.0,5,2,1498,1
5,90,1496,14550.0,5,1,975,2
2,109,1997,21540.0,5,2,1523,1
1,90,1560,15899.05,5,2,1289,2
3,90,1896,17068.74,5,2,1270,2
3,90,1398,15350.0,5,2,1186,2
3,90,1997,18340.0,5,2,1243,2
3,90,1598,13680.0,5,2,995,2
5,75,1560,19460.0,5,2,1219,2
5,75,1997,21110.0,5,2,1421,2
5,75,1753,13913.43,5,2,1194,2
4,11,124,3004.46,0,1,140,0
21,60,1124,9886.65,3,1,805,2
7,115,1753,21190.0,5,2,1416,2
4,12,125,2999.0,0,1,155,0
1,100,1896,23150.0,3,2,1260,2
5,72,1199,15430.0,4,1,1055,2
10,4,49,661.11,0,1,55,0
3,140,1968,23150.0,5,2,1454,1
3,116,999,24658.97,5,1,1270,2
7,75,1905,12230.6,5,2,1155,2
8,98,1493,10758.0,4,1,1044,2
3,204,1995,18350.0,4,2,1250,1
4,80,1461,17595.0,5,2,1195,2
2,70,1398,16270.0,5,2,1022,2
2,70,1461,20100.0,5,2,1121,2
3,75,1149,14500.0,5,1,980,2
3,85,1390,12571.75,5,1,1053,2
5,75,1753,19905.0,4,2,1397,2
2,95,1598,28503.0,5,2,1661,1
14,90,1560,18070.0,3,2,1245,2
2,96,1399,13825.0,5,1,1079,2
4,75,1360,12000.0,3,1,1025,2
5,75,1360,15670.0,5,1,1139,2
3,105,1870,24401.09,5,2,1485,1
8,115,1753,23010.0,5,2,1437,2
6,90,1997,18943.0,5,2,1300,2
8,95,1997,18445.0,5,2,1400,2
3,15,124,3299.0,0,1,157,0
2,68,1399,14582.16,4,2,1260,2
3,69,1242,13550.0,3,1,1015,2
9,71,1868,14890.0,4,2,1185,2
6,78,2370,26200.0,4,2,1796,1
6,78,1870,16221.0,4,2,1260,2
1,125,2664,29169.0,5,2,1875,1
6,82,1753,19220.0,5,2,1241,2
20,118,1895,26354.38,4,1,1360,1
14,100,1560,25150.0,5,2,1567,2
3,68,996,8563.54,5,1,855,2
4,100,1870,21909.0,5,2,1728,1
3,115,1910,23053.0,4,2,1305,1
3,115,2198,28650.0,4,2,1918,1
1,96,1590,14377.84,3,1,1125,2
16,68,998,10541.75,3,1,820,2
6,90,1896,16848.59,5,2,1150,2
5,110,2198,25770.0,3,1,1845,1
1,110,1587,17850.0,3,1,1176,2
5,106,748,8400.0,0,1,203,0
5,106,1198,19450.0,0,1,210,0
11,140,1968,34770.0,5,2,1604,1
9,110,1560,21080.0,5,2,1195,2
2,150,2199,34954.2,4,1,1410,1
3,150,1991,34545.0,5,2,1820,1
3,150,1995,41050.01,5,2,1625,1
3,90,1360,13850.0,3,1,1139,2
2,103,1396,13383.0,3,1,1060,2
13,90,1364,18085.0,5,2,1290,2
13,90,1968,39218.77,5,2,1568,1
5,75,1390,13192.22,5,1,915,2
7,105,1598,15223.34,4,1,1109,2
3,115,1598,20550.0,5,1,1318,2
1,133,2488,26838.0,4,2,1830,1
19,100,1560,22000.0,5,2,1235,2
4,22,243,4195.0,0,1,146,0
3,68,998,9000.0,5,1,725,2
2,115,1796,24900.0,3,1,1300,1
3,9,125,2899.0,0,1,115,0
13,45,1108,4262.11,5,1,785,2
1,150,1997,30690.0,5,2,1529,1
2,120,1910,22010.0,5,2,1330,1
10,60,1390,9824.51,5,1,1020,2
1,71,1868,15280.0,5,2,1267,2
11,110,1896,18740.9,5,2,1170,2
3,105,1968,37427.35,5,2,1560,1
6,71,1905,14796.92,4,2,1100,2
3,110,1896,20043.75,5,2,1296,2
4,90,1997,20836.0,5,2,1300,2
2,100,1390,12046.0,5,2,1057,2
2,105,1598,24425.0,5,2,1239,2
6,95,1997,20460.0,5,2,1595,2
3,110,1199,22115.0,4,1,1320,2
3,110,1997,30175.0,4,1,1486,1
20,55,998,8756.75,3,1,785,2
5,60,1149,9315.69,3,1,880,2
5,64,1896,13886.0,5,2,1125,2
6,5,49,1499.0,0,1,58,0
4,100,1390,14494.0,5,1,1073,2
3,90,1389,12771.51,3,1,1055,2
6,130,1896,30310.0,5,2,1450,1
1,116,2148,27106.88,4,2,1790,1
13,140,1968,21377.0,5,2,1315,1
16,105,1896,25200.0,5,2,1498,1
2,60,1390,9824.51,5,1,1020,2
6,23,248,4134.96,0,1,139,0
4,64,1896,11175.44,4,2,1105,2
4,64,1124,12600.01,4,2,1010,2
4,64,1405,11126.57,4,2,1140,2
1,75,1360,15350.0,5,1,1074,2
3,27,249,3329.0,0,1,170,0
3,115,1685,31715.0,5,2,1425,1
3,110,1587,15160.0,3,1,1251,2
3,110,1364,18450.0,3,1,1260,2
2,75,1149,13370.85,5,1,965,2
2,130,1499,36000.0,5,2,1430,1
6,75,1360,14510.0,5,1,1089,2
6,130,1998,24810.0,4,2,1418,1
2,34,1192,1382.33,2,1,800,0
3,105,1598,22804.94,5,2,1480,2
3,105,1390,10816.53,5,2,1050,2
2,140,1968,37310.0,2,2,1539,1
6,110,1587,17024.0,5,1,1141,2
6,110,1422,14661.0,5,1,1151,2
10,90,1753,15822.0,5,2,1485,2
5,7,49,1754.96,0,1,81,0
2,100,1686,19100.0,5,2,1451,2
2,110,1896,17627.69,5,2,1239,2
26,68,1399,13110.0,5,2,1068,2
1,110,1560,22700.0,5,2,1391,2
1,110,2953,27986.16,5,2,1947,1
3,105,1896,21350.0,5,2,1429,2
5,114,1461,13300.0,4,1,960,2
5,114,1596,16710.0,4,1,1195,2
5,114,1984,19154.26,4,1,1230,2
3,115,1582,20680.0,5,2,1292,2
3,115,1994,22802.4,3,1,1525,1
2,110,1997,20770.0,5,2,1279,2
2,225,2522,25890.0,3,1,1392,1
2,225,1700,13216.26,3,1,1215,1
2,140,2204,26000.0,5,2,1351,1
13,78,385,6899.0,0,1,174,0
5,70,1868,13228.28,5,2,1175,2
5,70,1968,30219.75,5,2,1634,1
3,115,1995,24750.0,3,2,1295,1
7,88,1386,14700.0,5,1,957,2
4,20,249,3190.0,0,1,140,0
4,109,1398,16240.0,4,2,1163,2
3,113,397,4395.0,0,1,145,0
4,90,1896,18415.01,5,2,1309,2
1,115,1956,28570.0,5,2,1935,1
15,20,250,4999.0,0,1,164,0
2,125,2982,26852.8,5,2,1905,1
13,105,1461,21200.0,4,2,1240,2
5,70,1868,12620.0,5,2,1010,2
5,70,1905,16702.13,5,2,1151,2
5,70,1560,25879.99,5,2,1374,2
2,63,1193,7855.23,5,1,910,2
8,75,1390,14685.0,5,1,1021,2
2,102,1870,16729.0,5,2,1270,2
17,65,1461,12600.0,3,2,960,2
17,65,1896,24650.0,3,2,1375,2
2,55,998,9345.74,3,1,870,2
4,80,1390,14875.0,5,1,1021,2
3,177,3179,55874.0,4,2,1295,1
5,15,124,3797.0,0,1,161,0
9,85,1461,16915.0,5,2,1248,2
2,105,1896,18550.0,5,2,1250,2
7,105,1598,19800.0,5,1,1240,2
10,100,1598,24030.0,5,1,1305,2
10,6,49,1490.0,0,1,87,0
15,70,1398,13970.0,3,2,1078,2
2,105,1870,21020.0,5,2,1290,2
3,75,1560,20316.17,5,2,1219,2
1,63,1449,17850.0,0,1,305,0
2,75,1360,12110.0,5,1,1005,2
16,80,1390,13192.22,5,1,915,2
1,105,1461,19920.0,5,2,1215,2
11,5,49,1778.0,0,1,72,0
3,100,2463,26060.0,3,1,1873,1
5,64,1896,11455.0,4,2,1105,2
10,60,1391,9264.96,3,1,970,2
1,110,1560,25400.0,5,2,1350,2
3,109,1560,18765.0,5,2,1357,2
1,135,1795,24360.0,2,1,1180,1
2,90,1560,19270.0,5,2,1316,2
1,105,1598,16890.0,3,1,1132,2
1,100,999,15860.0,5,1,1185,2
14,70,1461,18183.64,5,2,1389,2
